verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Tratado 70v);;ni ofrezitzen naiz <zuri kontentu emateagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 70v);;Bigarren intenzio Kristo gure jaunak eramo zuena joan zenean Kalbarioko oianera <mundu guziagatik> ofrezitzera izandu zen graziak emateagatik bere aita eternoari guziei egiten dizkioten ondasunes;;gatik;;CAUS;Motive;quantor;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 70v);;Bigarren intenzio Kristo gure jaunak eramo zuena joan zenean Kalbarioko oianera mundu guziagatik ofrezitzera izandu zen <graziak emateagatik> bere aita eternoari guziei egiten dizkioten ondasunes;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;<guziengatik> eman eta guzien partes alabatu.;;gatik;;CAUS;Motive;quantor;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;ofrezitzen drauzut sakrifizio au <guziei egin dizkiotezun eta eginen dizkiotezun ondasun eta mertxedengatik>.;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;<Argatik> deitzen da sakrifizio au alabanzasko sakrifizioa.;;gatik;;CAUS;Cause;state_of_affairs;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;Irurgarren intenzioa gure Jaunak eramo zuena gurutzean ofrezitzera joan zenean, izandu zen guk <gure bekatuengatik> zor ginduen zor guzias bere aita pagatzeagatik;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;Irurgarren intenzioa gure Jaunak eramo zuena gurutzean ofrezitzera joan zenean, izandu zen guk gure bekatuengatik zor ginduen zor guzias <bere aita pagatzeagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;beren bekatuak eta <aiengatik> zor zaituzten zor guzies paga <71v> zaitezen;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71r);;<ene amoreakatik> barka drazkiotezun bekatariei;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71v);;Au da ene kaliza, ene odolarena, ixuriko baita <zuengatik> eta aunizengatik;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71v);;Au da ene kaliza, ene odolarena, ixuriko baita zuengatik eta <aunizengatik>;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71v);;gurutzean ofrezitzera izandu zen <guri merexitzeagatik Espiritu Sandua>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71v);;Jaungoikoari graziak emateko berak eta berzek <arenganik errezebitu dituzten ondasunengatik>.;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 71v);;ofrezitzea mezan ofrezitzen den sakrifizioa <bere eta berzen bekatuengatik>;;gatik;rengatik;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 72v);;Elizak kantatzen du <guregatik> jaio zela eta guretako;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 72v);;<gure ondasuna eta probetxuagatik> eman zitzaigula Jesu Kristo munduaren salbazallea. ;;gatik;;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Lenbizikorik ofrezitzen drauzut <zuri kontentu emateagatik> eta, gero, graziak emateagatik Jesu Kristori egin dizkiozun mertxedengatik eta orai zeruan egiten dizkiozunengatik, eta zeren gure amoreagatik igorri baitzinduen mundura gizon egin zedin.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Lenbizikorik ofrezitzen drauzut zuri kontentu emateagatik eta, gero, <graziak emateagatik> Jesu Kristori egin dizkiozun mertxedengatik eta orai zeruan egiten dizkiozunengatik, eta zeren gure amoreagatik igorri baitzinduen mundura gizon egin zedin.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Lenbizikorik ofrezitzen drauzut zuri kontentu emateagatik eta, gero, graziak emateagatik <Jesu Kristori egin dizkiozun mertxedengatik> eta orai zeruan egiten dizkiozunengatik, eta zeren gure amoreagatik igorri baitzinduen mundura gizon egin zedin.;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Lenbizikorik ofrezitzen drauzut zuri kontentu emateagatik eta, gero, graziak emateagatik Jesu Kristori egin dizkiozun mertxedengatik eta <orai zeruan egiten dizkiozunengatik>, eta zeren gure amoreagatik igorri baitzinduen mundura gizon egin zedin.;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Lenbizikorik ofrezitzen drauzut zuri kontentu emateagatik eta, gero, graziak emateagatik Jesu Kristori egin dizkiozun mertxedengatik eta orai zeruan egiten dizkiozunengatik, eta zeren <gure amoreagatik> igorri baitzinduen mundura gizon egin zedin.;;ren_amoreagatik;;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Graziak ematen drauzkizut <aren gizon egiteagatik> eta jaiotzeagatik birjina Mariaren baitarik, bere bizian egin zituen ondasunengatik;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Graziak ematen drauzkizut aren gizon egiteagatik eta <jaiotzeagatik birjina Mariaren baitarik>, bere bizian egin zituen ondasunengatik;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;Graziak ematen drauzkizut aren gizon egiteagatik eta jaiotzeagatik birjina Mariaren baitarik, <bere bizian egin zituen ondasunengatik>;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;pasio eta heriotze doloreskoa, <guziengatik> pasatu zuenagatik, aren irurgarren egunean illetarik resuzitatzeagatik, eta Espiritu Sandua apostoluetara etorzeagatik.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;pasio eta heriotze doloreskoa, <guziengatik pasatu zuenagatik>, aren irurgarren egunean illetarik resuzitatzeagatik, eta Espiritu Sandua apostoluetara etorzeagatik.;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;pasio eta heriotze doloreskoa, guziengatik pasatu zuenagatik, <aren irurgarren egunean illetarik resuzitatzeagatik>, eta Espiritu Sandua apostoluetara etorzeagatik.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 73v);;pasio eta heriotze doloreskoa, guziengatik pasatu zuenagatik, aren irurgarren egunean illetarik resuzitatzeagatik, eta <Espiritu Sandua apostoluetara etorzeagatik>.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;Alaber, ofrezitzen drauzut <andre dona Maria Birjinari, aren amari, egin dizkiozunengatik> eta, orai, zeruan egiten dizkiozunengatik;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;Alaber, ofrezitzen drauzut andre dona Maria Birjinari, aren amari, egin dizkiozunengatik eta, <orai, zeruan egiten dizkiozunengatik>;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;ene aingeru begiratzen nauenari eta <berze aingeruei egin dizkiotezunengatik>;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;berze sandu eta sanda guziei, eta <niri egin dizkidazunengatik>;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;<berze ondasun egin dizkidazun guziengatik>;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;<ondasun egilei eta guziei egin dizkiotezunengatik>;;gatik;rengatik;CAUS;Motive;goods;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74r);;Ofrezitzen drauzut, Jesu Kristo, gure salbazallea, ark dizkizun ene eta guzien partes eta <guziengatik> alaba zaitzan;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74v);;<Argatik> deitzen da sakrifizio au graziak ematekoa.;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74v);;barka drazkidazun neure bekatu guziak, eta <aiengatik> zor zaitudan zorras paga zaitezen.;;gatik;rengatik;CAUS;Cause;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74v);;<enegatik> errezebitu zituen zauriak, odol guzia enegatik ixuri zuena, eta heriotzea enegatik pasatu zuena.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74v);;enegatik errezebitu zituen zauriak, odol guzia <enegatik> ixuri zuena, eta heriotzea enegatik pasatu zuena.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 74v);;enegatik errezebitu zituen zauriak, odol guzia enegatik ixuri zuena, eta heriotzea <enegatik> pasatu zuena.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 75r);;<mundu guziko bekatuengatik> zor zaradenen pagatzeko;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 76r);;otoitz egiten drauzut <gure erregerengatik> ;;gatik;rengatik;CAUS;Motive;person;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 76r);;ofrezitzen drauzut <ene aita eta amagatik>, aiden, adiskiden eta ondasun egillengatik;;gatik;;CAUS;Motive;kinship;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 76r);;ofrezitzen drauzut ene aita eta amagatik, <aiden, adiskiden eta ondasun egillengatik>;;gatik;rengatik;CAUS;Motive;people;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 76v);;otoitz egiten drauzut, diskiguzun Jesu Kristo zure seme bakoitzaren eta gure salbazallearen eta <Jaungoikoaren amoreakatik>;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;God;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77r);;Badakit, Jauna, beti enzuten duzula <bere otoitzetan denarengatik> eta merexi duenagatik. ;;gatik;rengatik;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77r);;Badakit, Jauna, beti enzuten duzula bere otoitzetan denarengatik eta <merexi duenagatik>. ;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77r);;daukat esperanza zure miserikordian eta ondasunean <nik ez merexiagatik> ofrezitzen dizudan Jaunaren medios;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77r);;Kontatzen du Eskritura Sagratuak nola patriarka Abrahanek borondate solla <idukitu zuenagatik> ofrezitzeko sakrifizioan bere semea Jaungoikoaren borondateareki kunplitzeagatik;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77r);;Kontatzen du Eskritura Sagratuak nola patriarka Abrahanek borondate solla idukitu zuenagatik ofrezitzeko sakrifizioan bere semea <Jaungoikoaren borondateareki kunplitzeagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77v);;Jaun onek beronek <guregatik> otoitz egiten dionean bere aitari aren amoreakatik eman drazagun eskatzen dioguna;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77v);;Jaun onek beronek guregatik otoitz egiten dionean bere aitari <aren amoreakatik> eman drazagun eskatzen dioguna;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 77v);;otoitz egiten duela <bizi diraden kristioengatik>;;gatik;rengatik;CAUS;Motive;people;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 87r);;non ixuri baitzuen bere odola <gure salbatzeagatik>;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88r);;zure etorzea izandu denean <amorio enegana daukazunagatik>, urrikaturiko zaradela nizas;;gatik;;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88r);;neure bekatu guziak, <auniz eta andiak izanagatik>;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88v);;eman baitzinduen zeure bizia <ene amoreagatik>;;ren_amoreagatik;;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88v);;zeñetan il nai izandu baitzinduen <niri bizia emateagatik>.;;gatik;;CAUS;Motive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88v);;Otoi, barka drazadazu <zaradenagatik>.;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88v);;apartatzen naizela <zure amoreagatik>, bekatuetatik eta aien okasioetatik.;;ren_amoreagatik;;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 88v);;zure odol <enegatik> ixuri zinduenas;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 90r);;<aiengatik> otoitz egin;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 90r);;<Argatik>, Kristo gure jaunak lenbiziko itzak orazio onetan ezarri zituen ;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 90r);;<Argatik>, konbeni da orazio au eta berzeak erran ditezen aditzen duen lengoajean.;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 90v);;libra ditzazun purgatorioko pena eta trabajuetatik <Jesu Kristo gure jaunaren amoreakatik> eta dramazkizun gloriako deskansura.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;God;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 91v);;Onetako bear du itzes eskatzen duena nai borondateas, zeren <itzes eskatuagatik baldin ezpadu> ala nai borondateas;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 92v);;<arengatik> merexi dituela ifernuko penak. ;;gatik;rengatik;CAUS;Cause;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 93r);;barka drazkigun <bekatuengatik> zor dugun pena;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 95v);;<Argatik>, otoitz egiten drauzut ene salbazallea eta Jauna;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 98r);;<nik ez merexiagatik> dudan parte, zuk juizioan zeure eskojituei eta zerbitzariei egotziko diotezunean.;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 98r);;Ala dela, <zaradenagatik> ene jauna eta salbazallea;;gatik;;CAUS;Motive;relative;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 98r);;<berze batzuetan ez ain fite atragatik>;;gatik;;CAUS;Concesive;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 106v);;meza erraten duenak ofrezitzen baitu <arengatik>.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 107r);;erdesten du barkamentua <bere bekatuengatik> zor zuena;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 107r);;erdesten du <meza ongi enzuteagatik>;;gatik;;CAUS;Cause;nominalization;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 107v);;<guregatik> pasatu zituen trabajuak eta ixuri zuen odol guzia ;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 107v);;<Argatik>, bekataria, ;;gatik;;CAUS;Cause;connector;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 108r);;urrikari dakizun eta barka drazkizun zeure bekatuak, <Jesu Kristoren amoreakatik>.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;person;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 108r);;Zeren Jesu Kristok <zuregatik> otoitz egiten dio bere aitari barka drazkizun.;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 108r);;guk <bekatuengatik> zor dugun penaren Jaungoikoa pagatzeko ;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 108r);;bere obra eta ondasun <guregatik> bere bizian eta heriotzean egin zitueneki;;gatik;rengatik;CAUS;Motive;pronoun;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 108v);;paga dezagun zor duguna <geuren bekatuengatik>.;;gatik;rengatik;CAUS;Cause;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 109r);;eskatzea dizkigun Aita Eternoak <Jesu Kristo bere seme oneritziaren amoreakatik>.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;abstract;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
(Tratado 109r);;eman drazkigun <Jesu Kristoren amoreakatik>, on diraden bezala, bienabenturanza erdesteko.;;ren_amoreagatik;ren_amorekatik;CAUS;Motive;person;;;Tratado de como se ha de oyr missa;Beriain;1621;17;Old Basque;Navarre;High_Navarrese;
